,Spieler,Nation,Nationalelf
1494,Rainer Stiller,['Deutschland'],Deutschland
1495,Erwin Hoffmann,['Deutschland'],Deutschland
1496,Stefan Jambo,['Deutschland'],Deutschland
1497,Markus Happe,['Deutschland'],Deutschland
1498,Sokratis,['Griechenland'],Griechenland
1499,Erik Thommy,['Deutschland'],Deutschland
1500,Andreas Schmidt,['Deutschland'],Deutschland
1501,Fabian Gerber,['Deutschland'],Deutschland
1502,Bernd Storck,['Deutschland'],Deutschland
1503,Theo Klöckner,['Deutschland'],Deutschland
1504,Michal Kadlec,['Tschechien'],Tschechien
1505,Fatmir Vata,['Albanien'],Albanien
1506,Thomas Rath,['Deutschland'],Deutschland
1507,Michael Krampitz,['Deutschland'],Deutschland
1508,Teemu Pukki,['Finnland'],Finnland
1509,Sotirios Kyrgiakos,['Griechenland'],Griechenland
1510,Jørgen Kristensen,['Dänemark'],Dänemark
1511,Gustavo Varela,['Uruguay'],Uruguay
1512,Karl-Heinz Brücken,['Deutschland'],Deutschland
1513,Lutz Steinert,['Deutschland'],Deutschland
1514,Holger Friz,['Deutschland'],Deutschland
1515,Stefan Emmerling,['Deutschland'],Deutschland
1516,Kyriakos Papadopoulos,['Griechenland'],Griechenland
1517,Friedhelm Haebermann,['Deutschland'],Deutschland
1518,Heiner Pahl,['Deutschland'],Deutschland
1519,Jens Hegeler,['Deutschland'],Deutschland
1520,Nikolče Noveski,['Nordmazedonien'],Nordmazedonien
1521,Michael Jakobs,['Deutschland'],Deutschland
1522,Andrés D'Alessandro,['Argentinien'],Argentinien
1523,Sebastian Helbig,['Deutschland'],Deutschland
1524,Franz-Josef Steininger,['Deutschland'],Deutschland
1525,Herbert Hein,['Deutschland'],Deutschland
1526,Hans Dörre,['Deutschland'],Deutschland
1527,Jon Dahl Tomasson,['Dänemark'],Dänemark
1528,Helmut Rahn,['Deutschland'],Deutschland
1529,Nordi Mukiele,['Frankreich'],Frankreich
1530,Max Morlock,['Deutschland'],Deutschland
1531,Günter Hermann,['Deutschland'],Deutschland
1532,Rafael Borré,['Kolumbien'],Kolumbien
1533,Benjamin Hübner,['Deutschland'],Deutschland
1534,Dieter Frey,['Deutschland'],Deutschland
1535,Klaus Thies,['Deutschland'],Deutschland
1536,Marino Biliskov,['Kroatien'],Kroatien
1537,Nico Patschinski,['Deutschland'],Deutschland
1538,Manfred Berz,['Deutschland'],Deutschland
1539,Ove Flindt-Bjerg,['Dänemark'],Dänemark
1540,Bernd Krauss,"['Österreich', 'Deutschland']",Österreich
1541,Pavel Kadeřábek,['Tschechien'],Tschechien
1542,Maximilian Beister,['Deutschland'],Deutschland
1543,Günter Bittengel,['Tschechien'],Tschechien
1544,Frank Lelle,['Deutschland'],Deutschland
1545,Peter Niemeyer,['Deutschland'],Deutschland
1546,Thomas Epp,['Deutschland'],Deutschland
1547,Norbert Dronia,['Deutschland'],Deutschland
1548,Sebastiaan Bornauw,['Belgien'],Belgien
1549,Hans Pirkner,['Österreich'],Österreich
1550,Peniel Mlapa,"['Deutschland', 'Togo']",Deutschland
1551,Dietmar Kühbauer,['Österreich'],Österreich
1552,Sibusiso Zuma,['Südafrika'],Südafrika
1553,Jan Heintze,['Dänemark'],Dänemark
1554,Dirk Bakalorz,['Deutschland'],Deutschland
1555,Thomas Doll,['Deutschland'],Deutschland
1556,Vragel da Silva,['Brasilien'],Brasilien
1557,Reiner Geyer,['Deutschland'],Deutschland
1558,Jan Šimák,['Tschechien'],Tschechien
1559,Sargis Adamyan,['Armenien'],Armenien
1560,Joël Epalle,['Kamerun'],Kamerun
1561,Markus Kreuz,['Deutschland'],Deutschland
1562,Srećko Bogdan,['Kroatien'],Kroatien
1563,Ernst Kuster,['Deutschland'],Deutschland
1564,Gerd Menne,['Deutschland'],Deutschland
1565,Bent Christensen,['Dänemark'],Dänemark
1566,Johannes Geis,['Deutschland'],Deutschland
1567,Thomas Stratos,"['Griechenland', 'Deutschland']",Griechenland
1568,Caio,['Brasilien'],Brasilien
1569,Eckhard Deterding,['Deutschland'],Deutschland
1570,Gunnar Sauer,['Deutschland'],Deutschland
1571,Sven Michel,['Deutschland'],Deutschland
1572,Marcin Mięciel,['Polen'],Polen
1573,Lukas Nmecha,"['Deutschland', 'England']",Deutschland
1574,Gerrit Holtmann,['Deutschland'],Deutschland
1575,Fabian Klos,['Deutschland'],Deutschland
1576,Dennis Sørensen,['Dänemark'],Dänemark
1577,Toni Allemann,['Deutschland'],Deutschland
1578,Marco Fabián,['Mexiko'],Mexiko
1579,Stefan Pater,['Deutschland'],Deutschland
1580,Nicolas Höfler,['Deutschland'],Deutschland
1581,Philippe Coutinho,['Brasilien'],Brasilien
1582,Karsten Hutwelker,['Deutschland'],Deutschland
1583,Helmut Winklhofer,['Deutschland'],Deutschland
1584,Marius Bülter,['Deutschland'],Deutschland
1585,Darío Lezcano,['Paraguay'],Paraguay
1586,Walter Krause,['Deutschland'],Deutschland
1587,Niels Oude Kamphuis,['Niederlande'],Niederlande
1588,Josuha Guilavogui,"['Frankreich', 'Guinea']",Frankreich
1589,Michael Gue,['Deutschland'],Deutschland
1590,Valentin Stocker,['Schweiz'],Schweiz
1591,Valerien Ismaël,"['Frankreich', 'Deutschland']",Frankreich
1592,Rudolf Schmidt,['Deutschland'],Deutschland
1593,Thomas Zdebel,"['Polen', 'Deutschland']",Polen
1594,Klaus Ottens,['Deutschland'],Deutschland
1595,Michael Kühn,['Deutschland'],Deutschland
1596,Hans Sondermann,['Deutschland'],Deutschland
1597,Michael Delura,['Deutschland'],Deutschland
1598,Zvezdan Čebinac,['Serbien'],Serbien
1599,Sven Bender,['Deutschland'],Deutschland
1600,Marvin Plattenhardt,['Deutschland'],Deutschland
1601,Dieter Kitzmann,['Deutschland'],Deutschland
1602,Roman Neustädter,"['Deutschland', 'Russland']",Russland
1603,Marijo Marić,"['Kroatien', 'Deutschland']",Kroatien
1604,Gerhard Elfert,['Deutschland'],Deutschland
1605,Niko Bungert,['Deutschland'],Deutschland
1606,Willi Soya,['Deutschland'],Deutschland
1607,Mario Vrančić,['Deutschland'],Deutschland
1608,Christoph Preuß,['Deutschland'],Deutschland
1609,Patrick Owomoyela,['Deutschland'],Deutschland
1610,Roland Gerber,['Deutschland'],Deutschland
1611,Antun Labak,['Kroatien'],Kroatien
1612,Kevin Möhwald,['Deutschland'],Deutschland
1613,Volker Ohling,['Deutschland'],Deutschland
1614,Dani Schahin,['Deutschland'],Deutschland
1615,Klemen Lavrič,['Slowenien'],Slowenien
1616,Marco Reich,['Deutschland'],Deutschland
1617,Damir Burić,['Kroatien'],Kroatien
1618,Andrzej Kobylański,['Polen'],Polen
1619,Carsten Pröpper,['Deutschland'],Deutschland
1620,Nicólas González,['Argentinien'],Argentinien
1621,Marcel Maltritz,['Deutschland'],Deutschland
1622,Marvin Compper,"['Deutschland', 'Frankreich']",Deutschland
1623,Ralf Vollmer,['Deutschland'],Deutschland
1624,Roman Wójcicki,"['Polen', 'Deutschland']",Polen
1625,Julian Baumgartlinger,['Österreich'],Österreich
1626,Enrico Kern,['Deutschland'],Deutschland
1627,Valentino Lazaro,['Österreich'],Österreich
1628,Makoto Hasebe,['Japan'],Japan
1629,Kay Friedmann,['Deutschland'],Deutschland
1630,Takashi Inui,['Japan'],Japan
1631,Marcus Wedau,['Deutschland'],Deutschland
1632,Lewan Zkitischwili,['Georgien'],Georgien
1633,Karl-Heinz Ferschl,['Deutschland'],Deutschland
1634,Daniel Jensen,['Dänemark'],Dänemark
1635,Jonathan Tah,['Deutschland'],Deutschland
1636,Hasse Borg,['Schweden'],Schweden
1637,Pirmin Schwegler,['Schweiz'],Schweiz
1638,Patrick Ebert,['Deutschland'],Deutschland
1639,Sergio Maciel,['Argentinien'],Argentinien
1640,Holger Hieronymus,['Deutschland'],Deutschland
1641,Ermedin Demirovic,"['Bosnien-Herzegowina', 'Deutschland']",Bosnien-Herzegowina
1642,David Zdrilic,"['Australien', 'Kroatien']",Australien
1643,Bernd Schmider,['Deutschland'],Deutschland
1644,Theo Schneider,['Deutschland'],Deutschland
1645,Paul Scheermann,['Deutschland'],Deutschland
1646,Harald Klose,['Deutschland'],Deutschland
1647,Régis Dorn,['Frankreich'],Frankreich
1648,Roland Dickgießer,['Deutschland'],Deutschland
1649,Marco Höger,['Deutschland'],Deutschland
1650,Joachim Löw,['Deutschland'],Deutschland
1651,Ender Konca,['Türkei'],Türkei
1652,Mario Eggimann,['Schweiz'],Schweiz
1653,Pawel Kryszalowicz,['Polen'],Polen
1654,Timo Rost,['Deutschland'],Deutschland
1655,Wilfried Sanou,['Burkina Faso'],Burkina Faso
1656,Sebastian Schindzielorz,"['Deutschland', 'Polen']",Deutschland
1657,Amadou Haidara,['Mali'],Mali
1658,André Winkhold,['Deutschland'],Deutschland
1659,Angeliño,['Spanien'],Spanien
1660,Michy Batshuayi,"['Belgien', 'DR Kongo']",Belgien
1661,Slobodan Dubajić,['Serbien'],Serbien
1662,Michael Opitz,['Deutschland'],Deutschland
1663,Wendell,['Brasilien'],Brasilien
1664,Wolfgang Glock,['Deutschland'],Deutschland
1665,Eduard Löwen,['Deutschland'],Deutschland
1666,Henrik-Ravn Jensen,['Dänemark'],Dänemark
1667,Ludger van de Loo,['Deutschland'],Deutschland
1668,Lothar Schneider,['Deutschland'],Deutschland
1669,Robert Tesche,['Deutschland'],Deutschland
1670,Wataru Endō,['Japan'],Japan
1671,Emil Kostadinow,['Bulgarien'],Bulgarien
1672,Predrag Pašić,['Bosnien-Herzegowina'],Bosnien-Herzegowina
1673,Felipe Santana,['Brasilien'],Brasilien
1674,Reiss Nelson,"['England', 'Simbabwe']",England
1675,Mehmet Ekici,"['Türkei', 'Deutschland']",Türkei
1676,Danny Schwarz,['Deutschland'],Deutschland
1677,Dieter Brozulat,['Deutschland'],Deutschland
1678,Joelinton,['Brasilien'],Brasilien
1679,Stefan Müller,['Deutschland'],Deutschland
1680,Karel Kula,['Tschechien'],Tschechien
1681,Ratinho,['Portugal'],Portugal
1682,Niko Semlitsch,['Deutschland'],Deutschland
1683,Thomas Schneider,['Deutschland'],Deutschland
1684,Rob Reekers,['Niederlande'],Niederlande
1685,Sheraldo Becker,['Niederlande'],Niederlande
1686,Christian Hausmann,['Deutschland'],Deutschland
1687,Gustav Walenciak,['Deutschland'],Deutschland
1688,Paulinho,['Brasilien'],Brasilien
1689,Guido Stetter,['Deutschland'],Deutschland
1690,Niklas Stark,['Deutschland'],Deutschland
1691,Anastasios Donis,"['Griechenland', 'England']",Griechenland
1692,Flemming Lund,['Dänemark'],Dänemark
1693,Walter Schmidt,['Deutschland'],Deutschland
1694,Gerd Wieczorkowski,['Deutschland'],Deutschland
1695,Clemens Fritz,['Deutschland'],Deutschland
1696,Frank Rohde,['Deutschland'],Deutschland
1697,Axel Brummer,['Deutschland'],Deutschland
1698,Wolfgang Rausch,['Deutschland'],Deutschland
1699,Martin Wiesner,['Deutschland'],Deutschland
1700,Herbert Hoos,['Deutschland'],Deutschland
1701,Samuel Kuffour,"['Ghana', 'Deutschland']",Ghana
1702,Adil Chihi,"['Marokko', 'Deutschland']",Marokko
1703,Helmut Kraus,['Deutschland'],Deutschland
1704,Waldemar Steubing,['Deutschland'],Deutschland
1705,Johnny Hansen,['Deutschland'],Deutschland
1706,Wolfgang Lüttges,['Deutschland'],Deutschland
1707,Kaan Ayhan,"['Türkei', 'Deutschland']",Türkei
1708,Hans Fritsche,['Deutschland'],Deutschland
1709,Uwe Krause,['Deutschland'],Deutschland
1710,Dunga,['Brasilien'],Brasilien
1711,Ermin Bicakcic,"['Bosnien-Herzegowina', 'Deutschland']",Bosnien-Herzegowina
1712,Konrad Laimer,['Österreich'],Österreich
1713,Christian Pander,['Deutschland'],Deutschland
1714,Marc Kienle,['Deutschland'],Deutschland
1715,Dieter Eilts,['Deutschland'],Deutschland
1716,Ömer Toprak,"['Türkei', 'Deutschland']",Türkei
1717,Mark McGhee,['Schottland'],Schottland
1718,Viktor Skripnik,['Ukraine'],Ukraine
1719,Lorenz-Günther Köstner,['Deutschland'],Deutschland
1720,Jörg Bode,['Deutschland'],Deutschland
1721,Edgar Schneider,['Deutschland'],Deutschland
1722,Thomas Hengen,['Deutschland'],Deutschland
1723,Richard Walz,['Deutschland'],Deutschland
1724,Hans Nowak,['Deutschland'],Deutschland
1725,Achraf Hakimi,"['Marokko', 'Spanien']",Marokko
1726,Francisco Copado,"['Spanien', 'Deutschland']",Spanien
1727,Bixente Lizarazu,['Frankreich'],Frankreich
1728,Ludger Kanders,['Deutschland'],Deutschland
1729,Júlio César,['Brasilien'],Brasilien
1730,Ronny,['Brasilien'],Brasilien
1731,Marvin Friedrich,['Deutschland'],Deutschland
1732,Willy Sagnol,['Frankreich'],Frankreich
1733,Thomas Rasmussen,['Dänemark'],Dänemark
1734,Torsten Oehrl,['Deutschland'],Deutschland
1735,Dick van Burik,['Niederlande'],Niederlande
1736,Elvis Rexhbecaj,['Deutschland'],Deutschland
1737,Radim Kučera,['Tschechien'],Tschechien
1738,Jürgen Groh,['Deutschland'],Deutschland
1739,Herbert Zimmer,['Deutschland'],Deutschland
1740,Oliver Straube,['Deutschland'],Deutschland
1741,Dieter Prestin,['Deutschland'],Deutschland
1742,Rolf Kaemmer,['Deutschland'],Deutschland
1743,Radoslaw Kaluzny,['Polen'],Polen
1744,Hans-Jürgen Hellfritz,['Deutschland'],Deutschland
1745,Artschil Arweladse,['Georgien'],Georgien
1746,Fritz Pott,['Deutschland'],Deutschland
1747,Kurt Schulz,['Deutschland'],Deutschland
1748,Kurt Rettkowski,['Deutschland'],Deutschland
1749,Philipp Wollscheid,['Deutschland'],Deutschland
1750,Abder Ramdane,['Frankreich'],Frankreich
1751,Þórður Guðjónsson,['Island'],Island
1752,Marco Engelhardt,['Deutschland'],Deutschland
1753,Peter Knäbel,['Deutschland'],Deutschland
1754,Danny Latza,['Deutschland'],Deutschland
1755,Divock Origi,"['Belgien', 'Kenia']",Belgien
1756,Pascal Groß,['Deutschland'],Deutschland
1757,Wolodymyr Ljutyj,"['Ukraine', 'Deutschland']",Ukraine
1758,Werner Killmaier,['Deutschland'],Deutschland
1759,Javairo Dilrosun,['Niederlande'],Niederlande
1760,Luuk de Jong,['Niederlande'],Niederlande
1761,Abderrahim Ouakili,['Marokko'],Marokko
1762,Roger Prinzen,['Deutschland'],Deutschland
1763,Boris Vukčević,"['Deutschland', 'Kroatien']",Deutschland
1764,Uwe Meyer,['Deutschland'],Deutschland
1765,Rainer Künkel,['Deutschland'],Deutschland
1766,Stig Tøfting,['Dänemark'],Dänemark
1767,Frank Schäffer,['Deutschland'],Deutschland
1768,Kostas Stafylidis,['Griechenland'],Griechenland
1769,Marius Ebbers,['Deutschland'],Deutschland
1770,Jan Wouters,['Niederlande'],Niederlande
1771,Georg Jung,['Deutschland'],Deutschland
1772,Petr Ruman,['Tschechien'],Tschechien
1773,Gerard Plessers,['Belgien'],Belgien
1774,David Abraham,"['Argentinien', 'Italien']",Argentinien
1775,Erwin Hoffer,['Österreich'],Österreich
1776,Karl-Heinz Sell,['Deutschland'],Deutschland
1777,Róbert Mak,['Slowakei'],Slowakei
1778,Markus Oberleitner,['Deutschland'],Deutschland
1779,René Eijkelkamp,['Niederlande'],Niederlande
1780,Horst-Dieter Berking,['Deutschland'],Deutschland
1781,Du-Ri Cha,['Südkorea'],Südkorea
1782,Mathias Schipper,['Deutschland'],Deutschland
1783,Dieter Schlindwein,['Deutschland'],Deutschland
1784,Nikola Djurdjic,['Serbien'],Serbien
1785,Max Hagmayr,['Österreich'],Österreich
1786,Michael Hartmann,['Deutschland'],Deutschland
1787,Ivica Grlić,"['Bosnien-Herzegowina', 'Deutschland']",Bosnien-Herzegowina
1788,Joris Mathijsen,['Niederlande'],Niederlande
1789,Jiří Němec,['Tschechien'],Tschechien
1790,Thomas Süss,['Deutschland'],Deutschland
1791,Theodor Rieländer,['Deutschland'],Deutschland
1792,Florian Grillitsch,['Österreich'],Österreich
1793,Rolf Schweighöfer,['Deutschland'],Deutschland
1794,Uwe Möhrle,['Deutschland'],Deutschland
1795,Hans-Joachim Pochstein,['Deutschland'],Deutschland
1796,Wolfgang Metzler,['Deutschland'],Deutschland
1797,Hartwig Bleidick,['Deutschland'],Deutschland
1798,Zoltán Stieber,['Ungarn'],Ungarn
1799,Andreas Sassen,['Deutschland'],Deutschland
1800,Daniel Baier,['Deutschland'],Deutschland
1801,Philipp Bargfrede,['Deutschland'],Deutschland
1802,Marco Vorbeck,['Deutschland'],Deutschland
1803,Werner Buttgereit,['Deutschland'],Deutschland
1804,Marco Caligiuri,"['Deutschland', 'Italien']",Deutschland
1805,Hendrik Weydandt,['Deutschland'],Deutschland
1806,Roberto Pinto,"['Portugal', 'Deutschland']",Portugal
1807,Sebastian Langkamp,['Deutschland'],Deutschland
1808,Heinrich Müller,['Deutschland'],Deutschland
1809,Jürgen Locadia,['Niederlande'],Niederlande
1810,Norbert Ringels,['Deutschland'],Deutschland
1811,Hans Reich,['Deutschland'],Deutschland
1812,Dietmar Krämer,['Deutschland'],Deutschland
1813,Manfred Reiner,['Deutschland'],Deutschland
1814,Björn Schlicke,['Deutschland'],Deutschland
1815,Andy Egli,['Schweiz'],Schweiz
1816,Hilmar Hoffer,['Deutschland'],Deutschland
1817,Sofian Chahed,"['Tunesien', 'Deutschland']",Tunesien
1818,Granit Xhaka,"['Schweiz', 'Albanien']",Schweiz
1819,Giovanni Reyna,"['USA', 'Portugal']",USA
1820,Matthew Hoppe,['USA'],USA
1821,Reinhard Kindermann,['Deutschland'],Deutschland
1822,Jürgen Schulz,['Deutschland'],Deutschland
1823,Werner Ipta,['Deutschland'],Deutschland
1824,Ali Güneş,['Türkei'],Türkei
1825,Genki Haraguchi,['Japan'],Japan
1826,Patrick Weiser,['Deutschland'],Deutschland
1827,Steven Cherundolo,['USA'],USA
1828,Ilija Aračić,['Kroatien'],Kroatien
1829,Johann Sabath,['Deutschland'],Deutschland
1830,Jonathan Pitroipa,['Burkina Faso'],Burkina Faso
1831,Gerd Cyliax,['Deutschland'],Deutschland
1832,Selim Teber,['Deutschland'],Deutschland
1833,Dennis Grote,['Deutschland'],Deutschland
1834,Hansi Flick,['Deutschland'],Deutschland
1835,Ulrich Surau,['Deutschland'],Deutschland
1836,Jacob Bruun Larsen,['Dänemark'],Dänemark
1837,Lars Müller,['Deutschland'],Deutschland
1838,Andreas Wolf,['Deutschland'],Deutschland
1839,Friedel Rausch,['Deutschland'],Deutschland
1840,Andreas Ottl,['Deutschland'],Deutschland
1841,Stevan Jovetić,"['Montenegro', 'Serbien']",Montenegro
1842,Bernd Patzke,['Deutschland'],Deutschland
1843,Michael Wiesinger,['Deutschland'],Deutschland
1844,Giovanni Federico,['Deutschland'],Deutschland
1845,Markus Daun,['Deutschland'],Deutschland
1846,Claudio Reyna,"['USA', 'Portugal']",USA
1847,Karim Guédé,"['Slowakei', 'Togo']",Slowakei
1848,Siegfried Stark,['Deutschland'],Deutschland
1849,Dominik Szoboszlai,['Ungarn'],Ungarn
1850,Juhani Peltonen,['Finnland'],Finnland
1851,Johan de Kock,['Niederlande'],Niederlande
1852,Horst Dehn,['Deutschland'],Deutschland
1853,Rudolf Elsener,['Schweiz'],Schweiz
1854,Wolfgang Paul,['Deutschland'],Deutschland
1855,Thomas Vogel,['Deutschland'],Deutschland
1856,Rani Khedira,"['Deutschland', 'Tunesien']",Deutschland
1857,Tunay Torun,"['Türkei', 'Deutschland']",Türkei
1858,Heinz Müller,['Deutschland'],Deutschland
1859,Wesley Sonck,['Belgien'],Belgien
1860,Dieter Thun,['Deutschland'],Deutschland
1861,Niclas Weiland,['Deutschland'],Deutschland
1862,Ante Čović,['Kroatien'],Kroatien
1863,Franz Hiller,['Deutschland'],Deutschland
1864,Hans Hein,['Deutschland'],Deutschland
1865,Uwe Helmes,['Deutschland'],Deutschland
1866,Paul Stalteri,"['Kanada', 'Italien']",Kanada
1867,Franz Michelberger,['Deutschland'],Deutschland
1868,Norbert Hönnscheidt,['Deutschland'],Deutschland
1869,Volker Graul,['Deutschland'],Deutschland
1870,Wayne Thomas,['Wales'],Wales
1871,Branko Jelić,['Serbien'],Serbien
1872,Dario Rodríguez,['Kolumbien'],Kolumbien
1873,Benjamin Pavard,['Frankreich'],Frankreich
1874,Peter Løvenkrands,['Dänemark'],Dänemark
1875,Dirk Schuster,['Deutschland'],Deutschland
1876,Robbie Kruse,['Australien'],Australien
1877,Piotr Reiss,['Polen'],Polen
1878,Kees Bregman,['Niederlande'],Niederlande
1879,Kahê,"['Brasilien', 'Türkei']",Brasilien
1880,Manfred Podlich,['Deutschland'],Deutschland
1881,Theo Gries,['Deutschland'],Deutschland
1882,Sunday Oliseh,['Nigeria'],Nigeria
1883,Tschawdar Jankow,['Bulgarien'],Bulgarien
1884,Ludovic Magnin,['Schweiz'],Schweiz
1885,Sven Vermant,['Belgien'],Belgien
1886,Dietmar Hamann,['Deutschland'],Deutschland
1887,Ahmed Madouni,"['Algerien', 'Frankreich']",Algerien
1888,Thomas Zechel,['Deutschland'],Deutschland
1889,Ferydoon Zandi,"['Iran', 'Deutschland']",Iran
1890,Franklin Bittencourt,['Brasilien'],Brasilien
1891,Rainer Blechschmidt,['Deutschland'],Deutschland
1892,Vilson Džoni,['Kroatien'],Kroatien
1893,Sven Müller,['Deutschland'],Deutschland
1894,Ousmane Dembélé,['Frankreich'],Frankreich
1895,Edgar Prib,['Deutschland'],Deutschland
1896,Oliver Fink,['Deutschland'],Deutschland
1897,Sven Kretschmer,['Deutschland'],Deutschland
1898,Yevhen Konoplyanka,['Ukraine'],Ukraine
1899,Raymond Kalla,['Kamerun'],Kamerun
1900,Elias Kachunga,"['Deutschland', 'DR Kongo']",Deutschland
1901,Slađan Ašanin,['Kroatien'],Kroatien
1902,Günter Heiden,['Deutschland'],Deutschland
1903,Jonathas,['Brasilien'],Brasilien
1904,Václav Kadlec,['Tschechien'],Tschechien
1905,Sixten Veit,['Deutschland'],Deutschland
1906,Alexander Hack,['Deutschland'],Deutschland
1907,Henryk Bałuszyński,['Polen'],Polen
1908,Dimitrios Tsionanis,['Griechenland'],Griechenland
1909,Rudi Entenmann,['Deutschland'],Deutschland
1910,Thomas Gravesen,['Dänemark'],Dänemark
1911,Marcus Lantz,['Schweden'],Schweden
1912,Tim Hoogland,['Deutschland'],Deutschland
1913,Dirk Krümpelmann,['Deutschland'],Deutschland
1914,Dieter Götz,['Deutschland'],Deutschland
1915,Roberto Colautti,['Argentinien'],Argentinien
1916,Karl-Heinz Wißmann,['Deutschland'],Deutschland
1917,Ibrahim Tanko,['Ghana'],Ghana
1918,Markus Brzenska,"['Deutschland', 'Polen']",Deutschland
1919,Markus Elmer,['Deutschland'],Deutschland
1920,Siegfried Bönighausen,['Deutschland'],Deutschland
1921,Heinz Traser,['Deutschland'],Deutschland
1922,Jürgen Kramny,['Deutschland'],Deutschland
